Date,Departure Airport,Departure Airport Rating (out of 10),Departure Airport On Time Rating (out of 10),Departure Airport Service Rating (out of 10),Arrival Airport,Arrival Airport Rating (out of 10),Arrival Airport On Time Rating (out of 10),Arrival Airport Service Rating (out of 10),Airplane Type,Expected Departure Time,Departure Time,Departure Delay,Duration,Expected Arrival Time,Arrival Time,Arrival Time Delay,Carrier,Carrier Rating (out of 10),Carrier Market Share (out of 100),Carrier Load Factor (out of 100),Carrier On Time Performance Rating (out of 100),totalSnow_cm,DewPointC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
11-07-2018,CCU,,,,DEL,7.99,7.3,9.1,B738,07:50,08:28,00:38:00,02:07,10:20,10:35,00:15:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
11-07-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:19,00:24:00,02:36,08:35,08:55,00:20:00,Spicejet,6.8,13.1,93.9,74.7,0,13,16,3,42,0,1012,27,10,78,13
11-07-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:00,04:56,-0:04:00,01:13,06:50,06:08,-0:42:00,Indigo,7.9,39.7,90.9,87.4,0,13,16,3,42,0,1012,27,10,78,13
11-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:18,00:13:00,01:50,08:35,08:08,-0:27:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
11-07-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:45,05:55,00:10:00,01:23,07:20,07:19,-0:01:00,Go Air,7.2,8.8,93.3,91.8,0,13,16,3,42,0,1012,27,10,78,13
11-07-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:08,00:08:00,02:01,09:05,09:09,00:04:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
11-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,05:50,00:10:00,00:00,07:55,07:50,-0:05:00,Go Air,7.2,8.8,93.3,91.8,0,-2,3,0,15,0,1015,21,10,77,2
11-07-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,06:57,00:12:00,01:32,08:35,08:29,-0:06:00,Air India,6.6,12,80.75,70.3,0,13,16,3,42,0,1012,27,10,78,13
11-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:13,00:08:00,02:03,09:10,09:16,00:06:00,Air India,6.6,12,80.75,70.3,0,-2,3,0,15,0,1015,21,10,77,2
11-07-2018,CCU,,,,DEL,7.99,7.3,9.1,,06:50,06:56,00:06:00,02:03,09:10,09:00,-0:10:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
11-07-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:22,00:12:00,02:25,08:55,08:47,-0:08:00,Air India,6.6,12,80.75,70.3,0,13,16,3,42,0,1012,27,10,78,13
11-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,08:08,00:33:00,02:03,10:30,10:12,-0:18:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
11-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,04:55,04:58,00:03:00,02:19,07:45,07:17,-0:28:00,Air Asia,7.4,4,86,89.1,0,13,16,3,42,0,1012,27,10,78,13
11-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,05:45,05:46,00:01:00,01:55,07:55,07:41,-0:14:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
12-07-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:00,04:57,-0:03:00,01:16,06:50,06:13,-0:37:00,Indigo,7.9,39.7,90.9,87.4,0,18,20,22,71,0,1012,23,10,100,13
12-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,05:05,05:03,-0:02:00,01:50,07:10,06:53,-0:17:00,Indigo,7.9,39.7,90.9,87.4,0,8,8,0,28,0,1016,23,10,300,7
12-07-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:06,00:11:00,02:23,08:35,08:29,-0:06:00,Spicejet,6.8,13.1,93.9,74.7,0,18,20,22,71,0,1012,23,10,100,13
12-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:24,00:19:00,01:50,08:35,08:14,-0:21:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
12-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:07,00:07:00,02:20,09:40,09:27,-0:13:00,Vistara,9.2,3.6,81.8,89,0,18,20,22,71,0,1012,23,10,100,13
12-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A20N,07:05,07:07,00:02:00,01:55,09:25,09:02,-0:23:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
12-07-2018,CCU,,,,DEL,7.99,7.3,9.1,B738,07:50,09:06,01:16:00,01:50,10:20,10:56,00:36:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
12-07-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,07:22,01:37:00,01:36,07:20,08:58,01:38:00,Go Air,7.2,8.8,93.3,91.8,0,18,20,22,71,0,1012,23,10,100,13
12-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,07:10,07:16,00:06:00,01:47,09:20,09:04,-0:16:00,Vistara,9.2,3.6,81.8,89,0,8,8,0,28,0,1016,23,10,300,7
12-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,06:08,00:28:00,01:53,07:55,08:01,00:06:00,Go Air,7.2,8.8,93.3,91.8,0,8,8,0,28,0,1016,23,10,300,7
12-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,04:55,04:54,-0:01:00,02:37,07:45,07:31,-0:14:00,Air Asia,7.4,4,86,89.1,0,18,20,22,71,0,1012,23,10,100,13
12-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,08:21,00:46:00,01:54,10:30,10:15,-0:15:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
12-07-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:25,00:15:00,02:25,08:55,08:51,-0:04:00,Air India,6.6,12,80.75,70.3,0,18,20,22,71,0,1012,23,10,100,13
12-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,05:45,05:53,00:08:00,01:47,07:55,07:39,-0:16:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
12-07-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:11,00:11:00,01:54,09:05,09:05,00:00:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
12-07-2018,CCU,,,,DEL,7.99,7.3,9.1,,06:50,06:58,00:08:00,01:48,09:10,08:46,-0:24:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
12-07-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,06:54,00:09:00,01:23,08:35,08:17,-0:18:00,Air India,6.6,12,80.75,70.3,0,18,20,22,71,0,1012,23,10,100,13
12-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:29,00:24:00,02:04,09:10,09:33,00:23:00,Air India,6.6,12,80.75,70.3,0,8,8,0,28,0,1016,23,10,300,7
13-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:18,00:13:00,01:54,08:35,08:12,-0:23:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
13-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:10,07:13,00:03:00,01:44,09:20,08:57,-0:23:00,Vistara,9.2,3.6,81.8,89,0,25,15,26,73,0,996,30,8,129,10
13-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:17,00:17:00,02:22,09:40,09:39,-0:01:00,Vistara,9.2,3.6,81.8,89,0,18,28,58,85,0,1006,21,10,257,20
13-07-2018,CCU,,,,DEL,7.99,7.3,9.1,B738,07:50,08:17,00:27:00,02:08,10:20,10:25,00:05:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
13-07-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:03,00:08:00,02:32,08:35,08:35,00:00:00,Spicejet,6.8,13.1,93.9,74.7,0,18,28,58,85,0,1006,21,10,257,20
13-07-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:00,05:03,00:03:00,01:17,06:50,06:21,-0:29:00,Indigo,7.9,39.7,90.9,87.4,0,18,28,58,85,0,1006,21,10,257,20
13-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,05:05,05:03,-0:02:00,01:54,07:10,06:57,-0:13:00,Indigo,7.9,39.7,90.9,87.4,0,25,15,26,73,0,996,30,8,129,10
13-07-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:45,05:46,00:01:00,01:22,07:20,07:08,-0:12:00,Go Air,7.2,8.8,93.3,91.8,0,18,28,58,85,0,1006,21,10,257,20
13-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:05,07:18,00:13:00,02:02,09:25,09:19,-0:06:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
13-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,05:45,05:45,00:00:00,01:56,07:55,07:41,-0:14:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
13-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,07:56,00:21:00,01:56,10:30,09:53,-0:37:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
13-07-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:24,00:14:00,02:33,08:55,08:57,00:02:00,Air India,6.6,12,80.75,70.3,0,18,28,58,85,0,1006,21,10,257,20
13-07-2018,CCU,,,,DEL,7.99,7.3,9.1,,06:50,07:19,00:29:00,02:03,09:10,09:22,00:12:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
13-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,04:55,05:08,00:13:00,02:22,07:45,07:30,-0:15:00,Air Asia,7.4,4,86,89.1,0,18,28,58,85,0,1006,21,10,257,20
13-07-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:11,00:11:00,01:48,09:05,09:00,-0:05:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
13-07-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,07:01,00:16:00,01:34,08:35,08:35,00:00:00,Air India,6.6,12,80.75,70.3,0,18,28,58,85,0,1006,21,10,257,20
13-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:25,00:20:00,01:55,09:10,09:20,00:10:00,Air India,6.6,12,80.75,70.3,0,25,15,26,73,0,996,30,8,129,10
13-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,06:03,00:23:00,01:54,07:55,07:57,00:02:00,Go Air,7.2,8.8,93.3,91.8,0,25,15,26,73,0,996,30,8,129,10
14-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:10,07:26,00:16:00,01:57,09:20,09:23,00:03:00,Vistara,9.2,3.6,81.8,89,0,24,13,62,56,0,995,33,10,100,12
14-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:20,00:15:00,01:54,08:35,08:14,-0:21:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
14-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:05,07:07,00:02:00,00:00,09:25,09:07,-0:18:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
14-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:19,00:19:00,02:48,09:40,10:07,00:27:00,Vistara,9.2,3.6,81.8,89,0,18,41,47,57,0,1005,27,10,275,36
14-07-2018,CCU,,,,DEL,7.99,7.3,9.1,B738,07:50,08:12,00:22:00,02:21,10:20,10:33,00:13:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
14-07-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:06,00:11:00,02:23,08:35,08:29,-0:06:00,Spicejet,6.8,13.1,93.9,74.7,0,18,41,47,57,0,1005,27,10,275,36
14-07-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:00,05:01,00:01:00,01:17,06:50,06:18,-0:32:00,Indigo,7.9,39.7,90.9,87.4,0,18,41,47,57,0,1005,27,10,275,36
14-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:05,05:17,00:12:00,01:47,07:10,07:04,-0:06:00,Indigo,7.9,39.7,90.9,87.4,0,24,13,62,56,0,995,33,10,100,12
14-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,05:40,06:04,00:24:00,01:54,07:55,07:58,00:03:00,Go Air,7.2,8.8,93.3,91.8,0,24,13,62,56,0,995,33,10,100,12
14-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A20N,05:45,05:58,00:13:00,00:00,07:55,07:57,00:02:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
14-07-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,07:02,00:17:00,01:18,08:35,08:20,-0:15:00,Air India,6.6,12,80.75,70.3,0,18,41,47,57,0,1005,27,10,275,36
14-07-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:06,00:06:00,01:50,09:05,08:57,-0:08:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
14-07-2018,CCU,,,,DEL,7.99,7.3,9.1,,06:50,07:03,00:13:00,02:02,09:10,09:04,-0:06:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
14-07-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:20,00:10:00,02:29,08:55,08:48,-0:07:00,Air India,6.6,12,80.75,70.3,0,18,41,47,57,0,1005,27,10,275,36
14-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,07:48,00:13:00,02:10,10:30,09:58,-0:32:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
14-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,04:55,05:13,00:18:00,02:22,07:45,07:35,-0:10:00,Air Asia,7.4,4,86,89.1,0,18,41,47,57,0,1005,27,10,275,36
14-07-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:45,05:46,00:01:00,01:22,07:20,07:08,-0:12:00,Go Air,7.2,8.8,93.3,91.8,0,18,41,47,57,0,1005,27,10,275,36
15-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,05:05,05:09,00:04:00,01:51,07:10,07:00,-0:10:00,Indigo,7.9,39.7,90.9,87.4,0,23,13,31,45,0,993,36,10,126,11
15-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:10,07:14,00:04:00,01:58,09:20,09:12,-0:08:00,Vistara,9.2,3.6,81.8,89,0,23,13,31,45,0,993,36,10,126,11
15-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:14,00:14:00,02:30,09:40,09:44,00:04:00,Vistara,9.2,3.6,81.8,89,0,18,41,63,61,0.1,1005,26,9,273,35
15-07-2018,CCU,,,,DEL,7.99,7.3,9.1,B738,07:50,08:07,00:17:00,02:06,10:20,10:13,-0:07:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
15-07-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:04,00:09:00,02:22,08:35,08:26,-0:09:00,Spicejet,6.8,13.1,93.9,74.7,0,18,41,63,61,0.1,1005,26,9,273,35
15-07-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:00,05:05,00:05:00,01:16,06:50,06:21,-0:29:00,Indigo,7.9,39.7,90.9,87.4,0,18,41,63,61,0.1,1005,26,9,273,35
15-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:26,00:21:00,01:49,08:35,08:15,-0:20:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
15-07-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,05:49,00:04:00,01:30,07:20,07:18,-0:02:00,Go Air,7.2,8.8,93.3,91.8,0,18,41,63,61,0.1,1005,26,9,273,35
15-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:05,07:14,00:09:00,01:51,09:25,09:05,-0:20:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
15-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,05:58,00:18:00,02:03,07:55,08:01,00:06:00,Go Air,7.2,8.8,93.3,91.8,0,23,13,31,45,0,993,36,10,126,11
15-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,04:55,05:08,00:13:00,02:21,07:45,07:29,-0:16:00,Air Asia,7.4,4,86,89.1,0,18,41,63,61,0.1,1005,26,9,273,35
15-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,07:53,00:18:00,01:59,10:30,09:52,-0:38:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
15-07-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:22,00:12:00,02:20,08:55,08:42,-0:13:00,Air India,6.6,12,80.75,70.3,0,18,41,63,61,0.1,1005,26,9,273,35
15-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,05:45,05:43,-0:02:00,01:54,07:55,07:37,-0:18:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
15-07-2018,CCU,,,,DEL,7.99,7.3,9.1,,06:50,07:10,00:20:00,01:53,09:10,09:04,-0:06:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
15-07-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:16,00:16:00,01:42,09:05,08:58,-0:07:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
15-07-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,07:00,00:15:00,01:29,08:35,08:28,-0:07:00,Air India,6.6,12,80.75,70.3,0,18,41,63,61,0.1,1005,26,9,273,35
15-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:31,00:26:00,01:54,09:10,09:25,00:15:00,Air India,6.6,12,80.75,70.3,0,23,13,31,45,0,993,36,10,126,11
16-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:10,07:30,00:20:00,01:59,09:20,09:28,00:08:00,Vistara,9.2,3.6,81.8,89,0,24,15,37,65,0,997,31,10,94,13
16-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:05,07:15,00:10:00,02:22,09:25,09:37,00:12:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
16-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:22,00:22:00,02:47,09:40,10:09,00:29:00,Vistara,9.2,3.6,81.8,89,0,18,28,62,80,0,1006,21,10,252,20
16-07-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:06,00:11:00,02:27,08:35,08:33,-0:02:00,Spicejet,6.8,13.1,93.9,74.7,0,18,28,62,80,0,1006,21,10,252,20
16-07-2018,CCU,,,,DEL,7.99,7.3,9.1,B738,07:50,08:26,00:36:00,02:28,10:20,10:54,00:34:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
16-07-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:00,05:00,00:00:00,01:17,06:50,06:18,-0:32:00,Indigo,7.9,39.7,90.9,87.4,0,18,28,62,80,0,1006,21,10,252,20
16-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:46,00:41:00,02:03,08:35,08:48,00:13:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
16-07-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:45,05:51,00:06:00,01:26,07:20,07:17,-0:03:00,Go Air,7.2,8.8,93.3,91.8,0,18,28,62,80,0,1006,21,10,252,20
16-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:05,05:07,00:02:00,01:52,07:10,06:59,-0:11:00,Indigo,7.9,39.7,90.9,87.4,0,24,15,37,65,0,997,31,10,94,13
16-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,05:40,05:53,00:13:00,01:59,07:55,07:52,-0:03:00,Go Air,7.2,8.8,93.3,91.8,0,24,15,37,65,0,997,31,10,94,13
16-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,08:05,00:30:00,02:26,10:30,10:31,00:01:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
16-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,04:55,05:13,00:18:00,02:24,07:45,07:37,-0:08:00,Air Asia,7.4,4,86,89.1,0,18,28,62,80,0,1006,21,10,252,20
16-07-2018,BLR,,,,DEL,7.99,7.3,9.1,,06:10,06:26,00:16:00,02:37,08:55,09:03,00:08:00,Air India,6.6,12,80.75,70.3,0,18,28,62,80,0,1006,21,10,252,20
16-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,05:45,05:41,-0:04:00,01:51,07:55,07:32,-0:23:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
16-07-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:30,08:06,00:36:00,02:07,09:45,10:13,00:28:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
16-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:23,00:18:00,01:58,09:10,09:21,00:11:00,Air India,6.6,12,80.75,70.3,0,24,15,37,65,0,997,31,10,94,13
16-07-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,09:52,03:07:00,01:45,08:35,11:37,03:02:00,Air India,6.6,12,80.75,70.3,0,18,28,62,80,0,1006,21,10,252,20
16-07-2018,CCU,,,,DEL,7.99,7.3,9.1,,06:50,07:12,00:22:00,02:23,09:10,09:35,00:25:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
17-07-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:45,05:46,00:01:00,01:22,07:20,07:08,-0:12:00,Go Air,7.2,8.8,93.3,91.8,0,18,42,43,54,0,1005,28,10,273,35
17-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:10,07:26,00:16:00,02:05,09:20,09:31,00:11:00,Vistara,9.2,3.6,81.8,89,0,25,15,32,64,0,997,32,10,127,13
17-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,07:00,07:03,00:03:00,02:29,09:40,09:32,-0:08:00,Vistara,9.2,3.6,81.8,89,0,18,42,43,54,0,1005,28,10,273,35
17-07-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,06:08,00:13:00,02:22,08:35,08:30,-0:05:00,Spicejet,6.8,13.1,93.9,74.7,0,18,42,43,54,0,1005,28,10,273,35
17-07-2018,CCU,,,,DEL,7.99,7.3,9.1,B738,07:50,08:12,00:22:00,02:25,10:20,10:37,00:17:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
17-07-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:00,05:08,00:08:00,01:15,06:50,06:23,-0:27:00,Indigo,7.9,39.7,90.9,87.4,0,18,42,43,54,0,1005,28,10,273,35
17-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:20,00:15:00,01:53,08:35,08:13,-0:22:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
17-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,05:05,05:07,00:02:00,02:02,07:10,07:10,00:00:00,Indigo,7.9,39.7,90.9,87.4,0,25,15,32,64,0,997,32,10,127,13
17-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:05,07:18,00:13:00,01:56,09:25,09:14,-0:11:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
17-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,05:40,05:59,00:19:00,01:51,07:55,07:50,-0:05:00,Go Air,7.2,8.8,93.3,91.8,0,25,15,32,64,0,997,32,10,127,13
17-07-2018,BLR,,,,BOM,7.29,6.2,9,,06:45,07:07,00:22:00,01:15,08:35,08:22,-0:13:00,Air India,6.6,12,80.75,70.3,0,18,42,43,54,0,1005,28,10,273,35
17-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,,07:05,07:40,00:35:00,01:52,09:10,09:33,00:23:00,Air India,6.6,12,80.75,70.3,0,25,15,32,64,0,997,32,10,127,13
17-07-2018,BOM,7.29,6.2,9,DEL,7.99,7.3,9.1,,07:00,07:01,00:01:00,01:53,09:05,08:54,-0:11:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
17-07-2018,CCU,,,,DEL,7.99,7.3,9.1,,06:50,07:10,00:20:00,01:57,09:10,09:07,-0:03:00,Air India,6.6,12,80.75,70.3,,,,,,,,,,,
17-07-2018,BLR,,,,DEL,7.99,7.3,9.1,,05:45,05:54,00:09:00,02:17,08:45,08:11,-0:34:00,Air India,6.6,12,80.75,70.3,0,18,42,43,54,0,1005,28,10,273,35
17-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:35,07:44,00:09:00,02:03,10:30,09:47,-0:43:00,Air Asia,7.4,4,86,89.1,,,,,,,,,,,
17-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A320,04:55,05:19,00:24:00,02:21,07:45,07:40,-0:05:00,Air Asia,7.4,4,86,89.1,0,18,42,43,54,0,1005,28,10,273,35
17-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,05:45,05:55,00:10:00,02:03,07:55,07:59,00:04:00,Go Air,7.2,8.8,93.3,91.8,,,,,,,,,,,
18-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,07:05,07:14,00:09:00,01:53,09:25,09:06,-0:19:00,Vistara,9.2,3.6,81.8,89,,,,,,,,,,,
18-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A20N,07:10,07:25,00:15:00,01:58,09:20,09:23,00:03:00,Vistara,9.2,3.6,81.8,89,0,22,10,34,40,0,996,37,10,78,9
18-07-2018,BLR,,,,DEL,7.99,7.3,9.1,A20N,07:00,07:12,00:12:00,02:27,09:40,09:39,-0:01:00,Vistara,9.2,3.6,81.8,89,0,18,33,77,76,0,1008,22,10,263,25
18-07-2018,CCU,,,,DEL,7.99,7.3,9.1,B738,07:50,08:43,00:53:00,01:58,10:20,10:41,00:21:00,Spicejet,6.8,13.1,93.9,74.7,,,,,,,,,,,
18-07-2018,BLR,,,,DEL,7.99,7.3,9.1,B738,05:55,05:55,00:00:00,02:24,08:35,08:19,-0:16:00,Spicejet,6.8,13.1,93.9,74.7,0,18,33,77,76,0,1008,22,10,263,25
18-07-2018,BLR,,,,BOM,7.29,6.2,9,A20N,05:00,05:09,00:09:00,01:19,06:50,06:28,-0:22:00,Indigo,7.9,39.7,90.9,87.4,0,18,33,77,76,0,1008,22,10,263,25
18-07-2018,DEL,7.99,7.3,9.1,HYD,8.27,7.8,9,A320,05:05,05:08,00:03:00,01:54,07:10,07:02,-0:08:00,Indigo,7.9,39.7,90.9,87.4,0,22,10,34,40,0,996,37,10,78,9
18-07-2018,CCU,,,,DEL,7.99,7.3,9.1,A320,06:05,06:16,00:11:00,01:57,08:35,08:13,-0:22:00,Indigo,7.9,39.7,90.9,87.4,,,,,,,,,,,
18-07-2018,BLR,,,,BOM,7.29,6.2,9,A320,05:45,06:10,00:25:00,01:13,07:20,07:23,00:03:00,Go Air,7.2,8.8,93.3,91.8,0,18,33,77,76,0,1008,22,10,263,25
